barcode,product_name,editeur,supplier_name,total_qty_invoiced,list_price
0000000327435,DE JADIS A DEMAIN VOYAGE DANS L OEUVRE D ALBERT ROBIDA,SILVANA,Dod et cie ,1.00,39.60
0000002031330,PACK DE 10 N 338 - LAISSONS-NOUS DEPLACER - JANVIER-FEVRIER-MARS 2018,IL EST VIVANT,,2.00,55.00
3114520064316,LES ORACLES DE LA SORCIERE,DG-JEUX,Dg diffusion ,2.00,23.88
3114520071642,LA VOYANCE CASH DE JOE,DG-JEUX,Dg diffusion ,8.00,16.8
3114523941584,PETIT LENORMAND,DG-JEUX,Dg diffusion ,5.00,7.56
3127020500062,LE MISTIGROUILLE DE CORNEBIDOUILLE,EDL,Union Distribution (UD),1.00,12.9
3127020501199,J'Y VAIS ! - LE JEU,EDL,Union Distribution (UD),2.00,12.9
3127020501878,LE JEU DE BATAILLE - CORNEBIDOUILLE,EDL,Union Distribution (UD),1.00,8.9
3127020508495,MON COFFRET FAMILLE SOURIS,EDL,Union Distribution (UD),2.00,19.90
3127020508747,SAC EN TISSU MEMOIRES DE LA FORET 2025,EDL,Union Distribution (UD),1.00,15
3260100037512,"CARNET COULEUR ""LE LIVRE DES REVES"" (PAPETERIE)",GALLIMARD,SODIS,2.00,8.2
3260100039196,PVL VIDE 12V MPD BEBE 05/2025,GALLIMARD JEUNESSE,SODIS,1.00,0.00
3260100039257,OPERATION FOLIO JUNIOR LECTURES ETE 2+1,FOLIO JUNIOR,SODIS,3.00,241.80
3700686103398,"",,SODIS,1.00,0
3701580713140,COFFRET LES ENFANTS DE LA RESISTANCE TOME 1 & 2,LOMBARD,MDS France,1.00,29.9
3701580713584,BIPACK (T15-T16) LARGO WINCH,DUPUIS,MDS France,1.00,15.95
3701580713867,COFFRET BUCK DANNY CLASSIC T12 + EX-LIBRIS NUMEROTE ET SIGNE AVEC CALE,ZEPHYR,MDS France,10.00,50
3760333641390,SIX A BORD,GRENOUILLE,SODIS,1.00,21.95
9780714874562,CHINE : LE LIVRE DE CUISINE,PHAIDON FRANCE,SODIS,1.00,49.95
9780714876283,PEROU - LE LIVRE DE CUISINE,PHAIDON FRANCE,SODIS,1.00,49.95
9781291509441,LA MAMAN DE LEON EST MALADE,LULU,Dilibel ,1.00,11.15
9781409593218,COUCOU ! - LE CHATEAU FORT,USBORNE,Interforum ,1.00,9.5
9781773883090,"JE T'AIME, PAPA",PETITS GENIES,Dilisco ,1.00,11.95
9781801319461,LE MONDE DES ABEILLES - P'TITS CURIEUX USBORNE,USBORNE,Interforum ,1.00,9.95
9781803703046,SOUS LA TERRE - COUCOU !,USBORNE,Interforum ,1.00,9.5
9781805077855,MON PETIT GUIDE DE LA NATURE - DES 6 ANS,USBORNE,Interforum ,2.00,9.95
9781805079477,LES PELLETEUSES - MES PETITS VEHICULES - DES 1 AN,USBORNE,Interforum ,2.00,9.95
9781805313229,LE PAPILLON - LE CYCLE DE LA VIE,USBORNE,Interforum ,1.00,7.95
9781835402795,EN VACANCES - PREMIERS AUTOCOLLANTS - DES 3 ANS,USBORNE,Interforum ,3.00,6.5
9781835402818,ACTIVITES D'ETE POUR LES PETITS - DES 3 ANS,USBORNE,Interforum ,6.00,7.95
9781835403204,MON GRAND LIVRE DE COLORIAGE ARC-EN-CIEL - DES 3 ANS,USBORNE,Interforum ,1.00,5.95
9781835403310,MES CHEVEUX ET MOI - DES 6 ANS,USBORNE,Interforum ,1.00,11.95
9781835408032,LA VOITURE DE COURSE - C'EST PARTI ! - DES 1 AN,USBORNE,Interforum ,2.00,9.95
9781838660215,TURQUIE : LE LIVRE DE CUISINE,PHAIDON FRANCE,SODIS,1.00,49.95
9781838660383,LA CUCINA DI BIG MAMMA - LES MEILLEURES RECETTES DE NOS TRATTORIAS,PHAIDON FRANCE,SODIS,1.00,29.95
9782012101562,ASTERIX - T24 - ASTERIX - ASTERIX CHEZ LES BELGES - N 24,HACHETTE,Dilibel ,6.00,11.25
9782013959414,VOYAGER EN TRAIN AVEC HOURRAIL - 45 AVENTURES SANS AVION ET SANS VOITURE,HACHETTE TOURI,Dilibel ,1.00,25.05
9782016277447,LE SECRET DE VOS CHAKRAS - HARMONISEZ VOTRE VIE GRACE A LA CONSCIENCE ENERGETIQUE,LOTUS ELEPHANT,Dilibel ,1.00,19.40
9782016283981,YOGA SOUFFLE DE L'AME - UN LIVRE ESSENTIEL POUR PRATIQUER EN CONSCIENCE,LOTUS ELEPHANT,Dilibel ,2.00,28.15
9782017024941,MA MAMAN EST UNE PIRATE,GAUTIER LANGU.,Dilibel ,1.00,14.55
9782017073703,IL Y A UNE MAISON DANS MA MAMAN,GAUTIER LANGU.,Dilibel ,2.00,11.85
9782017159568,WICCA - LE LIVRE DE SORTILEGES - LE GUIDE INCONTOURNABLE POUR LES SORCIERES ET TOUS LES ADEPTES DE L,LOTUS ELEPHANT,Dilibel ,1.00,18.05
9782017168379,GRAND CAFE D'ATHENES - TOUTE L'AME DE LA GRECE EN 80 RECETTES,HACHETTE PRAT,Dilibel ,2.00,35.15
9782017169062,"SOIGNER SON AURA - PRATIQUES SIMPLES POUR GUERIR, PURIFIER ET LIRE LES COULEURS DE L'AURA",LOTUS ELEPHANT,Dilibel ,1.00,18
9782017169093,ORACLE CHERCHEURS DE LUMIERE,LOTUS ELEPHANT,Dilibel ,7.00,32.15
9782017185208,MANTRATHERAPIE - DECOUVREZ LES POUVOIRS THERAPEUTIQUES DES MANTRAS,LOTUS ELEPHANT,Dilibel ,2.00,18
9782017196167,LE MONDE A BESOIN DE TOI COMME TU ES,LOTUS ELEPHANT,Dilibel ,1.00,15.05
9782017196198,TU N'ES PAS LA PAR HASARD,LOTUS ELEPHANT,Dilibel ,1.00,12.05
9782017196204,SUR LE CHEMIN DU BONHEUR - UN LIVRE POUR ENFANTS SUR LA PLEINE CONSCIENCE,LOTUS ELEPHANT,Dilibel ,1.00,15.05
9782017196273,ORACLE DES PORTES DE CONSCIENCE,LOTUS ELEPHANT,Dilibel ,2.00,30.2
9782017196389,ORACLE DES GUERRIERS DE LUMIERE,LOTUS ELEPHANT,Dilibel ,3.00,30.25
9782017200123,LE YOGA DES SORCIERES - DECOUVRIR LE FEMININ SACRE QUI EST EN NOUS,LOTUS ELEPHANT,Dilibel ,2.00,9
9782017200147,LE SECRET DE L'ABONDANCE - 8 SEMAINES POUR LIBERER LA RICHESSE QUI EST EN VOUS,LOTUS ELEPHANT,Dilibel ,2.00,9
9782017200154,LE GUIDE DES PIERRES ET CRISTAUX - 360 PIERRES D'ENERGIE ET DE SOINS,LOTUS ELEPHANT,Dilibel ,2.00,10
9782017200161,POWER WISH,LOTUS ELEPHANT,Dilibel ,2.00,9
9782017205739,"WICCA POUR DEBUTANTS - LE GUIDE COMPLET SUR LES CROYANCES, LA MAGIE, LA SORCELLERIE ET LES RITUELS W",LOTUS ELEPHANT,Dilibel ,1.00,18
9782017205937,L'ENERGIE POUR GUERIR - SE RECONNECTER A SON CORPS ET FAIRE GRANDIR SON AME,LOTUS ELEPHANT,Dilibel ,3.00,9
9782017210993,ALBANIE GUIDE PETAOUCHNOK,HACHETTE TOURI,Dilibel ,1.00,21.05
9782017212287,"LE LIVRE COMPLET SUR L'ENCENS, LES HUILES ESSENTIELLES ET LES INFUSIONS - 365 RECETTES D'HERBORISTER",LOTUS ELEPHANT,Dilibel ,2.00,10
9782017222521,PASSEPORT - DU CP AU CE1 6/7 ANS - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,5.95
9782017222538,PASSEPORT - DU CE1 AU CE2 7/8 ANS - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,5.95
9782017222545,PASSEPORT - DU CE2 AU CM1 8/9 ANS - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,5.95
9782017222552,PASSEPORT - DU CM1 AU CM2 9/10 ANS - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,5.95
9782017222569,PASSEPORT - DU CM2 A LA 6EME 10/11 ANS - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,5.95
9782017226291,PASSEPORT - TOUTES LES MATIERES - DE LA 6E A LA 5E - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,9.55
9782017226307,PASSEPORT - TOUTES LES MATIERES - DE LA 5E A LA 4E - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,9.55
9782017226314,PASSEPORT - TOUTES LES MATIERES - DE LA 4E A LA 3E - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,9.55
9782017226321,PASSEPORT - TOUTES LES MATIERES - DE LA 3E A LA 2DE - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,10.00,9.55
9782017233701,"C'EST DECIDE, J'ECOUTE MON COEUR - 21 CLES POUR APPRENDRE A ECOUTER SON COEUR ET A DEVELOPPER L'AMOU",LOTUS ELEPHANT,Dilibel ,2.00,9
9782017233770,LE GRAND LIVRE DE LA DETOX EMOTIONELLE - L'INDISPENSABLE DU BIEN-ETRE,LOTUS ELEPHANT,Dilibel ,1.00,10
9782017233824,CONNAITRE SA MISSION DE VIE AVEC LE TAROT - DECOUVREZ LES 3 CARTES CLES DE VOTRE DESTINEE,LOTUS ELEPHANT,Dilibel ,2.00,8
9782017233831,AUGMENTER SON TAUX VIBRATOIRE AU QUOTIDIEN - 365 CONSEILS POUR AMPLIFIER VOTRE ENERGIE SPIRITUELLE,LOTUS ELEPHANT,Dilibel ,2.00,10
9782017233862,LES 17 CLES DU SUCCES - COMMENT REUSSIR TOUT CE QUE VOUS ENTREPRENEZ,LOTUS ELEPHANT,Dilibel ,2.00,18.05
9782017241485,FENG SHUI - L'ART D'HABITER SA VIE,LOTUS ELEPHANT,Dilibel ,1.00,18
9782017241553,NE CROYEZ PAS TOUT CE QUE VOUS PENSEZ - POURQUOI LA PENSEE EST LA CAUSE ET LA SOLUTION DE VOTRE SOUF,LOTUS ELEPHANT,Dilibel ,1.00,15
9782017252993,LA CUISINE DES LACS ITALIENS,HACHETTE PRAT,Dilibel ,2.00,35.15
9782017257912,LOVE MATCH - LE GUIDE ASTRO QUI PEUT SAUVER VOTRE VIE AMOUREUSE,LOTUS ELEPHANT,Dilibel ,1.00,15
9782017257998,LITTLE BOOK MANIFESTATION,LOTUS ELEPHANT,Dilibel ,2.00,10
9782017258148,LA SIRENE ET LE PAPILLON - OU COMMENT ATTEINDRE SES REVES,LOTUS ELEPHANT,Dilibel ,1.00,20.05
9782017267324,TROUVE TES REPONSES - LE LIVRE-ORACLE QUI VOUS DIT TOUT,LOTUS ELEPHANT,Dilibel ,2.00,18.05
9782017267348,ORACLE FRANC-JEU,LOTUS ELEPHANT,Dilibel ,5.00,28.25
9782017267393,ORACLE DE NOEL - 50 CARTES MAGIQUES POUR S'EMERVEILLER,LOTUS ELEPHANT,Dilibel ,2.00,25.15
9782017267935,PASSEPORT MATERNELLE - DE LA PETITE A LA MOYENNE SECTION (3-4 ANS) - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,5.00,5.95
9782017267942,PASSEPORT MATERNELLE - J'ENTRE EN PETITE SECTION (2-3 ANS) - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,5.00,5.95
9782017267959,PASSEPORT MATERNELLE - DE LA MOYENNE SECTION A LA GRANDE SECTION (4-5 ANS) - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,5.00,5.95
9782017267980,DISNEY - VAIANA 2 - DE LA GRANDE SECTION AU CP - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,4.00,6
9782017272915,KALLIOPEE - TOME 2,HACHETTE HLAB,Dilibel ,1.00,8.95
9782017272922,KALLIOPEE - TOME 3,HACHETTE HLAB,Dilibel ,2.00,8.95
9782017279570,YOU NEED TO EXIST - UN LIVRE A AIMER ET A DETRUIRE,LOTUS ELEPHANT,Dilibel ,2.00,12.05
9782017279617,DEVIENS UNE DEESSE - MYTHES ET LECONS DE VIE DE FEMMES LEGENDAIRES,LOTUS ELEPHANT,Dilibel ,1.00,20.05
9782017279709,REVEILLE TON POUVOIR INTERIEUR - DECOUVRE LES CLES POUR PASSER DE LA GUERISON A LA TRANSFORMATION,LOTUS ELEPHANT,Dilibel ,5.00,18.05
9782017290520,AFFIRMEZ LE DIVIN EN VOUS - LES 150 CLES DU TRAITEMENT SPIRITUEL,LOTUS ELEPHANT,Dilibel ,2.00,9
9782017292418,GUIDE DE SURVIE POUR VOYAGEURS PAUMES AU JAPON,HACHETTE PRAT,Dilibel ,3.00,20.05
9782017321606,LE TOURBILLON DES POSSIBLES,HACHETTE ROMANS,Dilibel ,1.00,19.10
9782017322108,FILOSOPHIE - 50 VARIATIONS SUCREES ET SALEES AUTOUR DE LA PATE FILO,HACHETTE PRAT,Dilibel ,2.00,22.6
9782017323563,GUIDE DU ROUTARD CHILI ET ILE DE PAQUES 2025/26,HACHETTE TOURI,Dilibel ,1.00,18.05
9782017326137,LES SUPER ENIGMES DE SAMI ET JULIE - DU CE1 AU CE2,HACHETTE EDUC,Dilibel ,3.00,6.95
9782017326205,DISNEY SPIDEY ET SES AMIS EXTRAORDINAIRES - DE LA GRANDE SECTION AU CP - MES JEUX DE VACANCES 2025,HACHETTE EDUC,Dilibel ,2.00,6.55
9782017865940,PASSEPORT - MATHS / PHYSIQUE-CHIMIE - DE LA 2DE A LA 1RE - CAHIER DE VACANCES 2025,HACHETTE EDUC,Dilibel ,5.00,7.2
9782017889014,L'OEUF PARFAIT,LOTUS ELEPHANT,Dilibel ,2.00,15.05
9782017889021,YOGA POUR PETITS ET GRANDS - 8 SEANCES DE YOGA POUR AIDER SON ENFANT A LIBERER SES EMOTIONS EN FAMIL,LOTUS ELEPHANT,Dilibel ,1.00,20.05
9782017889090,LA MAUVAISE GRAINE,LOTUS ELEPHANT,Dilibel ,2.00,15.05
9782017889137,JE SUIS TRES HEUREUX QUE TU SOIS LA,LOTUS ELEPHANT,Dilibel ,1.00,12.05
9782017889144,UN COOKIE GENIAL,LOTUS ELEPHANT,Dilibel ,2.00,15.05
9782019327248,DICTIONNAIRE DES MESSAGES DES ANIMAUX - LE GUIDE COMPLET PUR COMPRENDRE LA SYMBOLIQUE ET LES SIGNES,LOTUS ELEPHANT,Dilibel ,2.00,10
9782019327392,TAROT PRATIQUE - GUIDE FACILE ET CONCRET POUR INTERPRETER TOUTES LES CARTES,LOTUS ELEPHANT,Dilibel ,1.00,9
9782019327415,BOIRE LA LUNE ET CHEVAUCHER LES NUAGES - 52 MEDITATIONS POUR CHAQUE SEMAINE DE L'ANNEE,LOTUS ELEPHANT,Dilibel ,2.00,10
9782019327682,1001 TIRAGES DE TAROT - LES REPONSES A TOUTES VOS QUESTIONS,LOTUS ELEPHANT,Dilibel ,1.00,35.15
9782019328115,JE CUISINE TOUT AVEC MON AIR FRYER,HACHETTE PRAT,Dilibel ,2.00,20.05
9782019328726,PETIT ORACLE DES CREATURES MYTHIQUES ET LEGENDAIRES - 50 MESSAGES DES MONDES OUBLIES,LOTUS ELEPHANT,Dilibel ,7.00,15.05
9782019328764,EVEILLEZ VOTRE POUVOIR DE GUERISON - HARMONISEZ VOTRE CORPS ET VOTRE ESPRIT POUR RETROUVER UN BIEN-E,LOTUS ELEPHANT,Dilibel ,2.00,10
9782019454364,LES INDISPENSABLES DE BEBE - 10 MODELES FACILES - 1 PROJET EN 2H,HACHETTE PRAT,Dilibel ,2.00,15
9782019457846,PEUT-ETRE - UNE HISTOIRE SUR LES TALENTS INFINIS EN CHACUN D'ENTRE NOUS,LOTUS ELEPHANT,Dilibel ,1.00,15.05
9782019464189,ORACLE LE PETIT LENORMAND - MESSAGES ET GUIDANCES DE LA NATURE,LOTUS ELEPHANT,Dilibel ,1.00,25.15
9782019464196,ORACLE SORCIERE DE LA LUNE,LOTUS ELEPHANT,Dilibel ,2.00,28.15
9782019467760,ORACLE DES GUIDES SPIRITUELS - 42 MESSAGES CANALISES POUR CHEMINER VERS LA GUERISON DU COEUR,LOTUS ELEPHANT,Dilibel ,3.00,28.25
9782019467838,ORACLE AMOUR - 40 MANTRAS POUR VIBRER AU QUOTIDIEN,LOTUS ELEPHANT,Dilibel ,1.00,18.1
9782020660495,MON CHAT LE PLUS BETE DU MONDE,SEUIL JEUNESSE,MDS France,1.00,14.9
9782020953344,QUAND MON CHAT ETAIT PETIT,SEUIL JEUNESSE,MDS France,1.00,13.5
9782021060119,"JOURNAL D'UN DEGONFLE - TOME 5 - LA VERITE TOUTE MOCHE - JOURNAL D'UN DEGONFLE, TOME 5",SEUIL JEUNESSE,MDS France,1.00,12.9
9782021349306,DES MILLE ET UNE FACONS D ETRE JUIF OU MUSULMAN - DIALOGUE,SEUIL,MDS France,1.00,21
9782021365740,LE CHANGEMENT CLIMATIQUE EXPLIQUE A MA FILLE,SEUIL,MDS France,1.00,9
9782021434538,L'EFFONDREMENT,SEUIL,MDS France,1.00,20
9782021534085,LE CINQUIEME DIAMANT,SEUIL,MDS France,1.00,21
9782021541724,BADJENS,SEUIL,MDS France,2.00,18
9782021547634,PRENDRE LA POSE - UNE LEGENDE,SEUIL,MDS France,1.00,13.9
9782021566376,UNE BREVE HISTOIRE DE L EGALITE EN BANDE DESSINEE,SEUIL,MDS France,2.00,19
9782021578430,IMMORTELS,SEUIL,MDS France,3.00,20
9782021590463,"RESPIRE, C'EST DE L'IODE ! - (ET AUTRES EVOCATIONS LIBRES)",SEUIL,MDS France,3.00,19.9
9782036000940,APPRENTIES SORCIERES : CRISTAUX ET ENERGIES,NVLLES ENERGIES,Dilibel ,3.00,10
9782036022256,PETIT LAROUSSE ILLUSTRE 2026,LAROUSSE,Dilibel ,1.00,34.15
9782036029156,"DUNGEONS & DRAGONS - DUNGEON ACADEMIE T1, INTERDIT AUX HUMAINS !",LAROUSSE,Dilibel ,1.00,16.05
9782036046665,DUNGEONS AND DRAGONS - DUNGEON ACADEMIE T2 UN TOURNOI D'ENFER,LAROUSSE,Dilibel ,1.00,19.05
9782036049130,VIANDES & POISSONS FUMES - 50 RECETTES AU BARBECUE ET AU FUMOIR,LAROUSSE,Dilibel ,2.00,17.05
9782036073173,LA BIBLE LAROUSSE DES SHOTS ET COCKTAILS - 500 RECETTES CLASSIQUES ET ORIGINALES,LAROUSSE,Dilibel ,3.00,36.1
9782036075948,COURIR - LE GUIDE POUR TOUS CEUX QUI N'ONT JAMAIS COURU DE LEUR VIE,LAROUSSE,Dilibel ,1.00,17.05
9782036076976,JE PREPARE MA MENOPAUSE ET JE LA VIS BIEN !,LAROUSSE,Dilibel ,1.00,23.1
9782036077140,VIVRE EN PAIX AVEC SES INTESTINS ! - RECONNAITRE ET APPRIVOISER LE SYNDROME DE L'INTESTIN IRRITABLE,LAROUSSE,Dilibel ,2.00,18.1
9782047336335,SVT BAUDE JUSSERAND 1RE 2019 - MANUEL DE L'ELEVE,BORDAS,Interforum ,5.00,42.5
9782047336410,WANDERLUST ALLEMAND 1RE 2019 - MANUEL,BORDAS,Interforum ,10.00,29.90
9782047337622,BAUDE JUSSERAND SVT SPECIALITE TLE 2020 MANUEL DE L'ELEVE,BORDAS,Interforum ,5.00,45.9
9782047337691,WANDERLUST ALLEMAND TLE 2020 - MANUEL,BORDAS,Interforum ,5.00,29.90
9782047401224,LES LIVRES-ARDOISES - MES PREMIERES MAJUSCULES BATON,BORDAS,Interforum ,1.00,7.49
9782047401248,LES LIVRES-ARDOISES - MES PREMIERES LETTRES MINUSCULES,BORDAS,Interforum ,1.00,7.49
9782047407271,CAHIERS BORDAS POUR TOUS - CALCUL MENTAL CE2 - 2025 - CAHIER - ELEVE,BORDAS,Interforum ,1.00,5.5
9782047407288,CAHIERS BORDAS POUR TOUS - CALCUL MENTAL CE2 - 2025 - CAHIER CORRIGE,BORDAS,Interforum ,1.00,9.4
9782047407318,CAHIERS BORDAS POUR TOUS - PRODUCTION D'ECRITS CE2 - 2025 - CAHIER - ELEVE,BORDAS,Interforum ,1.00,5.9
9782067261877,"POUILLES, MATERA ET LA BASILICATE GUIDE VERT",MICHELIN,Distrimedia ,1.00,15.95
9782067265585,BRUXELLES GUIDE VERT WEEK&GO,MICHELIN,Distrimedia ,3.00,10.95
9782067265813,CORSE GUIDE VERT,MICHELIN,Distrimedia ,1.00,15.95
9782067266049,MILAN-BERGAME ET LES LACS GV WEEK&GO,MICHELIN,Distrimedia ,1.00,10.95
9782067268302,FRANCE 60001 2025 GUIDE MICHELIN GIDS,MICHELIN,Distrimedia ,1.00,29
9782070100101,ANTHOLOGIE DE LA POESIE FRANCAISE,GALLIMARD,SODIS,1.00,53
9782070101283,MEMOIRES D'OUTRE-TOMBE - VOL02,GALLIMARD,SODIS,1.00,67
9782070101757,LES FRERES KARAMAZOV,GALLIMARD,SODIS,1.00,65
9782070105649,ANNA KARENINE - RESURRECTION,GALLIMARD,SODIS,1.00,73.5
9782070109463,OEUVRES COMPLETES - VOL01,GALLIMARD,SODIS,1.00,69
9782070111855,OEUVRES ROMANESQUES COMPLETES - VOL01,GALLIMARD,SODIS,1.00,73.5
9782070112159,OEUVRES - VOL03,GALLIMARD,SODIS,1.00,78
9782070112999,"OEUVRES - I - LA GARDE BLANCHE - NOUVELLES, RECITS, ARTICLES DE VARIETES",GALLIMARD,SODIS,1.00,83
9782070113149,OEUVRES - VOL04,GALLIMARD,SODIS,1.00,76
9782070113279,OEUVRES POETIQUES COMPLETES - VOL01,GALLIMARD,SODIS,1.00,76
9782070113576,OEUVRES ROMANESQUES COMPLETES - VOL02,GALLIMARD,SODIS,1.00,72
9782070113873,ECRITS APOCRYPHES CHRETIENS - VOL01,GALLIMARD,SODIS,1.00,77.5
9782070113880,ECRITS APOCRYPHES CHRETIENS - VOL02,GALLIMARD,SODIS,1.00,83.5
9782070114245,"PHILOSOPHES TAOISTES - VOL02 - HUAINAN ZI, DE LIU AN",GALLIMARD,SODIS,1.00,68
9782070115051,LES ESSAIS,GALLIMARD,SODIS,1.00,82
9782070115655,ROMANS,GALLIMARD,SODIS,1.00,76
9782070116270,LE PETIT PRINCE,GALLIMARD,SODIS,1.00,25
9782070116515,OEUVRES COMPLETES - VOL03 - 1851-1862,GALLIMARD,SODIS,1.00,71
9782070117239,"OEUVRES COMPLETES - TRAGEDIES, I, II",GALLIMARD,SODIS,1.00,148.5
9782070118908,"OEUVRES POETIQUES COMPLETES I, II",GALLIMARD,SODIS,1.00,154
9782070121236,"OEUVRES COMPLETES - III-IV - HISTOIRES I, II",GALLIMARD,SODIS,1.00,152
9782070121243,"OEUVRES COMPLETES III, IV",GALLIMARD,SODIS,1.00,151
9782070128075,J'ECRIS L'ILIADE,GALLIMARD,SODIS,2.00,21
9782070128921,VOYAGES EXTRAORDINAIRES - LES ENFANTS DU CAPITAINE GRANT - VINGT MILLE LIEUES SOUS LES MERS - LES EN,GALLIMARD,SODIS,1.00,70.5
9782070134571,LA CAUSE DES LIVRES,GALLIMARD,SODIS,1.00,25
9782070135066,MOLIERE,GALLIMARD,SODIS,1.00,25
9782070138142,CARNETS DE HOMS - 16 JANVIER - 2 FEVRIER 2012,GALLIMARD,SODIS,1.00,18.90
9782070139262,CORRESPONDANCE - (1945-1959),GALLIMARD,SODIS,1.00,18.5
9782070140954,CONTRE TOUT ESPOIR - VOL02 - SOUVENIRS,GALLIMARD,SODIS,1.00,16.5
9782070141319,CONTRE TOUT ESPOIR - VOL03 - SOUVENIRS,GALLIMARD,SODIS,1.00,17
9782070141371,ACCORDER - POEMES 1933-1996,GALLIMARD,SODIS,1.00,24
9782070142194,LE CHEMIN DES MORTS,GALLIMARD,SODIS,2.00,11
9782070143054,A CONSERVER PRECIEUSEMENT,GALLIMARD,SODIS,1.00,23
9782070143931,VOYAGES EXTRAORDINAIRES - VOYAGE AU CENTRE DE LA TERRE ET AUTRES ROMANS,GALLIMARD,SODIS,1.00,67.5
9782070143948,VOYAGES EXTRAORDINAIRES - MICHEL STROGOFF ET AUTRES ROMANS,GALLIMARD,SODIS,1.00,69
9782070144075,HERCULINE BARBIN DITE ALEXINA B.,GALLIMARD,SODIS,2.00,19.5
9782070205134,LE DEUXIEME SEXE - VOL01 - LES FAITS ET LES MYTHES,GALLIMARD,SODIS,1.00,30.5
9782070205141,LE DEUXIEME SEXE - VOL02 - L'EXPERIENCE VECUE,GALLIMARD,SODIS,1.00,31.5
9782070245475,L'HOMME AUX LOUPS PAR SES PSYCHANALYSTES ET PAR LUI-MEME,GALLIMARD,SODIS,1.00,35
9782070245543,ENTRETIENS AVEC L'HOMME AUX LOUPS - UNE PSYCHANALYSE ET SES SUITES,GALLIMARD,SODIS,1.00,17.05
9782070267385,REQUIS - POEMES 1977-1982,GALLIMARD,SODIS,1.00,12.4
9782070277742,L'ORDRE DU DISCOURS - LECON INAUGURALE AU COLLEGE DE FRANCE PRONONCEE LE 2 DECEMBRE 1970,GALLIMARD,SODIS,1.00,13
9782070293353,LES MOTS ET LES CHOSES - UNE ARCHEOLOGIE DES SCIENCES HUMAINES,GALLIMARD,SODIS,2.00,14.5
9782070299737,NOUVELLES ORIENTALES,GALLIMARD,SODIS,1.00,9
9782070301713,LIVRE DE POEMES / MON VILLAGE / IMPRESSIONS ET PAYSAGES,GALLIMARD,SODIS,1.00,11.3
9782070302147,LES TAPISSERIES / SONNETS / LES SEPT CONTRE THEBES / CHATEAUX DE LOIRE,GALLIMARD,SODIS,1.00,8.3
9782070302239,LE PARTI PRIS DES CHOSES / PROEMES / DOUZE PETITS ECRITS,GALLIMARD,SODIS,1.00,8.3
9782070305032,LA MALADIE DE SACHS,FOLIO,SODIS,1.00,10.5
9782070305124,"TOMBER SEPT FOIS, SE RELEVER HUIT",FOLIO,SODIS,1.00,8.5
9782070305872,LA GUERRE DES CYGNES - II - L'ILE DE LA BATAILLE,FOLIO,SODIS,1.00,11.9
9782070306985,LA VOIE DU SABRE - II - L'HOMME QUI VOULAIT TUER L'EMPEREUR,FOLIO,SODIS,1.00,8.5
9782070307258,LE LIVRE DE MA MERE,FOLIO,SODIS,1.00,7.60
9782070308798,L'EDUCATION SENTIMENTALE,FOLIO,SODIS,1.00,7.60
9782070309153,HISTOIRE DE LA FEMME CANNIBALE,FOLIO,SODIS,1.00,9.5
9782070309214,LE COMPLEXE DE DI,FOLIO,SODIS,1.00,9.5
9782070312757,LETTRES D'AMERIQUE - UN VOYAGE EN LITTERATURE,FOLIO,SODIS,1.00,9.5
9782070313976,POTEAUX D'ANGLE,GALLIMARD,SODIS,2.00,7.3
9782070316779,UN AMERICAIN PEU TRANQUILLE,FOLIO,SODIS,1.00,8.5
9782070319862,JIM LE TEMERAIRE - PIECE EN DEUX PARTIES,GALLIMARD,SODIS,1.00,2.80
9782070321650,VERGERS / LES QUATRAINS VALAISANS /LES ROSES /LES FENETRES /TENDRES IMPOTS A LA FRANCE,GALLIMARD,SODIS,1.00,8.3
9782070322565,LA COURONNE ET LA LYRE - ANTHOLOGIE DE LA POESIE GRECQUE ANCIENNE,GALLIMARD,SODIS,1.00,15.6
9782070322831,ELOGE DE LA FUITE,FOLIO,SODIS,1.00,9.5
9782070322886,LE MYTHE DE SISYPHE - ESSAI SUR L'ABSURDE,FOLIO,SODIS,2.00,9.5
9782070323210,PROPOS SUR LE BONHEUR,FOLIO,SODIS,1.00,9.5
9782070323517,LE DEUXIEME SEXE - VOL01 - LES FAITS ET LES MYTHES,FOLIO,SODIS,11.00,11.9
9782070323524,LE DEUXIEME SEXE - VOL02 - L'EXPERIENCE VECUE,FOLIO,SODIS,12.00,12.6
9782070323746,L'IMAGINAIRE - PSYCHOLOGIE PHENOMENOLOGIQUE DE L'IMAGINATION,FOLIO,SODIS,1.00,10.5
